Inspecting Command,Inspecting Organization,Inspecting Organization Description,Inspected Command,Inspected Organization,Inspected Organization Description,Inspection Type,Inspection Name,Inspection Note,Start Inspection Date,End Inspection Date,Publish Date,Corrective Action Suspense Date,Deficiency Close Date,Deficiency Fix Rate (# of days),Deficiency Tracking Number,Deficiency Description,Functional Area,Impact,Deficiency Status,Item Category,Item Index and Item Name,Deficiency Severity,OPR,OCR,MAJCOM FAM OPR,HHQ,Repeat,Unit Identified,PFW&A,Reference,Countermeasure ECD,Countermeasure OPR,Countermeasure Status,Countermeasure Text,Assigned Root Cause (RC),Primary or Contributing RC?,RC Deficiency Code(s) (AFI 90-201)
AFSPC,144 FW,163 RW,ANG,Unit 46,Unit 46,UEI,sapien sapien non mi,mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean,1/9/2015,10/27/2014,4/2/2015,9/30/2015,9/30/2015,279,78.73.148.12,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,A1,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio,Accepted,SUB-CATEGORY,1.1.1.3 Root Casue Name,Minor,Louis Patterson,Jane Mcdonald,,TRUE,FALSE,FALSE,TRUE,217-70-6631,10/19/2015,Adam Gibson,Complete,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,augue a suscipit nulla elit ac nulla sed,Contributing,SE4 Ground Safety Program management inadequate 
AMW,144 FW,129 RQW,ANG,Unit 32,Unit 32,CCIP,at feugiat non pretium quis,nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices,9/4/2015,3/5/2014,8/21/2015,5/19/2015,1/29/2015,680,253.21.191.32,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,A3,vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id,Accepted,SUB-CATEGORY,1.4.3.4 Root Casue Name,Significant,Emily Patterson,Donna Carpenter,,FALSE,FALSE,FALSE,TRUE,720-68-7142,7/11/2015,Scott Vasquez,Complete,eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat,vulputate ut ultrices vel augue,Primary,SE10 Weapons Safety Program management inadequate 
ACC,129 RQW,144 FW,ANG,Unit 68,Unit 68,UEI,amet nulla quisque arcu libero,morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales,7/7/2014,7/22/2015,10/17/2014,8/30/2015,6/12/2015,669,228.203.172.147,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",A9,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,Proposed,SUB-CATEGORY,1.1.1.3 Root Casue Name,Critcal,Eugene Kim,Willie Ford,,FALSE,TRUE,FALSE,FALSE,888-79-0957,3/8/2015,Keith Bell,Complete,felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel,odio condimentum id luctus nec molestie sed,Primary,SE11 Selected aspects of weapons safety program not effectively implemented 
AETC,146 AMW,144 FW,ANG,Unit 60,Unit 60,CCIP,mauris vulputate elementum nullam varius,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae,9/21/2014,4/8/2014,10/13/2015,2/6/2015,9/17/2015,72,10.90.143.89,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,A3,pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti,Implemented,SUB-CATEGORY,1.4.4.2 Root Casue Name,Critcal,Joe Gonzalez,Rebecca Gonzales,,FALSE,TRUE,FALSE,FALSE,719-13-6910,11/19/2014,Andrew Fernandez,Not Started,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis,consectetuer adipiscing elit proin risus praesent lectus vestibulum,Primary,SE12 Weapons Safety Supervisory support inadequate 
AFSPC,146 AMW,195 W,ANG,Unit 42,Unit 42,UEI,hac habitasse platea dictumst aliquam,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit,7/9/2015,2/2/2014,7/6/2015,3/2/2015,3/13/2015,403,102.215.2.111,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",A7,nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id,Open,SUB-CATEGORY,1.4.2.1 Root Casue Name,Critcal,Beverly Gordon,Rose Lewis,,FALSE,FALSE,FALSE,TRUE,126-92-7951,3/22/2015,Rose Ortiz,In Progress,dui vel sem sed sagittis nam congue risus semper porta,in hac habitasse platea dictumst maecenas ut,Contributing,TR1 Training Program management inadequate 
ACC,144 FW,195 W,ANG,Unit 92,Unit 92,CCIP,sodales scelerisque mauris sit,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla,3/31/2014,2/12/2015,1/10/2014,9/2/2015,12/8/2014,441,128.128.26.156,In congue. Etiam justo. Etiam pretium iaculis justo.,A3,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis,Pending,SUB-CATEGORY,1.3.2.3 Root Casue Name,Significant,Ronald Gutierrez,Elizabeth Burns,,TRUE,FALSE,TRUE,FALSE,192-21-2987,1/3/2015,Matthew Tucker,Not Started,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices,nullam varius nulla facilisi cras non,Primary,TR2 Training guidance/policy/procedures inadequate 
ACC,195 W,129 RQW,ANG,Unit 3,Unit 3,UEI,porttitor pede justo,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis,8/11/2014,7/24/2014,6/18/2015,8/15/2015,7/31/2015,273,70.206.82.82,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",A10,in libero ut massa volutpat convallis morbi odio odio elementum,Implemented,SUB-CATEGORY,1.1.1.4 Root Casue Name,Minor,Alan Montgomery,Edward Brown,,FALSE,TRUE,FALSE,TRUE,872-34-9046,1/27/2015,Ann Reed,Not Started,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,viverra dapibus nulla suscipit ligula in lacus curabitur at,Primary,TR3 Training oversight inadequate 
ACC,195 W,144 FW,ANG,Unit 72,Unit 72,CCIP,sed tristique in,integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,4/13/2014,9/19/2015,6/20/2014,10/26/2015,7/6/2015,42,23.43.79.106,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,SG,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,Proposed,SUB-CATEGORY,1.4.3.1 Root Casue Name,Critcal,Margaret Chavez,Brandon Black,,FALSE,TRUE,FALSE,TRUE,413-89-5229,5/13/2015,David Kelly,Not Started,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed,vitae mattis nibh ligula nec,Contributing,TR4 Training support inadequate 
AMW,129 RQW,129 RQW,ANG,Unit 38,Unit 38,UEI,morbi ut odio,nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id,3/20/2014,5/31/2014,3/25/2014,12/22/2014,5/9/2015,110,69.17.148.89,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,A4,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum,Open,SUB-CATEGORY,1.3.1.3 Root Casue Name,Critcal,Rose Garza,Donald Collins,,FALSE,TRUE,TRUE,FALSE,711-21-2460,9/8/2015,Brenda Mitchell,In Progress,in purus eu magna vulputate luctus cum sociis natoque penatibus et,turpis integer aliquet massa id lobortis convallis,Primary,TR5 Controls/metrics of training process/progress inadequate 
AETC,163 RW,129 RQW,ANG,Unit 85,Unit 85,CCIP,ante vivamus tortor duis mattis,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus,1/17/2015,9/17/2014,5/12/2014,6/26/2015,8/15/2015,474,251.37.36.215,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",A9,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum,Pending,SUB-CATEGORY,1.1.4.2 Root Casue Name,Minor,Phyllis Henderson,Norma Green,,FALSE,FALSE,FALSE,FALSE,312-90-1951,11/8/2015,Arthur Collins,Complete,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in,et ultrices posuere cubilia curae donec,Contributing,TR6 Initial qualification training inadequate 
AETC,146 AMW,146 AMW,ANG,Unit 81,Unit 81,CCIP,quis turpis eget elit sodales,at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer,7/5/2015,6/11/2015,8/2/2015,8/26/2015,10/6/2015,341,209.153.36.208,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",A5,dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi,Accepted,SUB-CATEGORY,1.4.2.2 Root Casue Name,Minor,Brian Reyes,Linda Edwards,,FALSE,FALSE,FALSE,TRUE,132-73-4586,1/13/2015,Mary Hughes,In Progress,urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit,aliquam sit amet diam in,Contributing,TR7 Hands-on training inadequate 
ACC,195 W,144 FW,ANG,Unit 81,Unit 81,UEI,mauris ullamcorper purus sit amet,nisl duis bibendum felis sed interdum venenatis turpis enim blandit,7/23/2015,8/1/2014,5/19/2014,3/12/2015,4/4/2015,545,127.91.104.196,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,SE,sem fusce consequat nulla nisl nunc nisl duis bibendum felis,Closed,SUB-CATEGORY,1.3.1.2 Root Casue Name,Critcal,Douglas Burke,Elizabeth Willis,,FALSE,FALSE,TRUE,TRUE,465-46-0227,7/11/2015,Norma Reid,In Progress,lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis,nullam sit amet turpis elementum ligula vehicula,Contributing,LS2 Ineffective communication 
ACC,144 FW,146 AMW,ANG,Unit 86,Unit 86,UEI,ut nulla sed accumsan felis,arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus,5/28/2014,11/13/2013,12/6/2013,10/28/2015,11/24/2014,317,71.65.235.33,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,A7,neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet,Cancelled,SUB-CATEGORY,1.3.4.1 Root Casue Name,Critcal,Phyllis Stevens,Chris Cook,,FALSE,FALSE,TRUE,FALSE,531-84-7940,9/1/2015,Margaret Bowman,Complete,cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus,consequat in consequat ut nulla sed accumsan felis ut,Primary,LS3 Decision making process ineffective (Risk Management) 
ACC,129 RQW,129 RQW,ANG,Unit 18,Unit 18,CCIP,erat volutpat in congue,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat,3/7/2015,9/9/2014,8/25/2015,1/30/2015,4/20/2015,565,244.7.103.70,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,A4,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis,Closed,SUB-CATEGORY,1.1.3.3 Root Casue Name,Significant,Jeffrey Wheeler,Denise Riley,,FALSE,FALSE,TRUE,FALSE,741-41-6440,6/3/2015,Evelyn Walker,In Progress,elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis,donec ut mauris eget massa tempor convallis nulla,Contributing,LS4 Workforce effectiveness limited by existing human relations climate 
AFSPC,163 RW,163 RW,ANG,Unit 31,Unit 31,UEI,nullam sit amet turpis,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi,11/15/2013,7/16/2015,5/11/2014,1/5/2015,9/9/2015,453,88.28.235.53,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",A4,accumsan felis ut at dolor quis odio consequat varius integer ac leo,Proposed,SUB-CATEGORY,1.4.2.2 Root Casue Name,Minor,Tammy Banks,Evelyn Russell,,FALSE,FALSE,FALSE,FALSE,748-07-5502,4/9/2015,Theresa Sanders,Not Started,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,turpis adipiscing lorem vitae mattis nibh ligula nec sem,Primary,LS5 Physical working conditions not conducive to productivity 
ACC,195 W,144 FW,ANG,Unit 44,Unit 44,UEI,consequat morbi a ipsum integer,nulla nunc purus phasellus in felis donec semper sapien a,7/13/2015,11/5/2014,6/28/2015,11/27/2014,2/27/2015,106,214.173.236.26,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,A10,rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas,Open,SUB-CATEGORY,1.3.2.2 Root Casue Name,Critcal,Sandra Richards,Christopher Freeman,,FALSE,FALSE,TRUE,TRUE,237-71-1808,5/22/2015,Jennifer Kim,In Progress,nunc rhoncus dui vel sem sed sagittis nam congue risus semper,pede justo lacinia eget tincidunt eget tempus vel,Primary,LS6 Ops Tempo/Workload 
ACC,146 AMW,144 FW,ANG,Unit 94,Unit 94,CCIP,at turpis donec,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam,6/29/2014,11/9/2015,2/15/2014,12/28/2014,9/2/2015,641,157.87.22.149,Fusce consequat. Nulla nisl. Nunc nisl.,A3,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo,Accepted,SUB-CATEGORY,1.2.4.3 Root Casue Name,Critcal,Theresa Walker,Thomas Walker,,FALSE,FALSE,FALSE,FALSE,784-16-6385,3/21/2015,Jack Bishop,Not Started,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor,sit amet eros suspendisse accumsan,Primary,LS7 Unit incorrectly prioritized available resources 
ACC,195 W,195 W,ANG,Unit 30,Unit 30,UEI,felis sed lacus morbi sem,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque,1/30/2014,2/24/2015,9/1/2014,5/12/2015,1/25/2015,588,118.158.184.2,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",SG,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper,Proposed,SUB-CATEGORY,1.2.3.1 Root Casue Name,Critcal,Gary Reyes,Nicholas Adams,,FALSE,FALSE,FALSE,TRUE,215-95-1750,5/17/2015,Douglas Wilson,Complete,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse,venenatis lacinia aenean sit amet justo morbi ut,Primary,LS8 Unit failed to adequately program resources 
AFSPC,146 AMW,195 W,ANG,Unit 50,Unit 50,UEI,etiam justo etiam pretium iaculis,odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus,1/30/2015,12/30/2014,9/20/2015,2/5/2015,5/12/2015,296,190.248.7.10,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",A10,ut mauris eget massa tempor convallis nulla neque libero convallis eget,Open,SUB-CATEGORY,1.4.2.4 Root Casue Name,Significant,Jack Garcia,Barbara Ward,,TRUE,FALSE,TRUE,FALSE,426-47-9277,11/27/2014,Henry Scott,Not Started,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien,augue a suscipit nulla elit ac nulla sed vel enim,Contributing,RS1 Program shortfall (Air Force level) 
AFSPC,146 AMW,144 FW,ANG,Unit 78,Unit 78,UEI,accumsan tellus nisi eu,morbi ut odio cras mi pede malesuada in imperdiet et,12/5/2014,6/27/2014,5/27/2014,6/7/2015,9/25/2015,63,60.102.200.2,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",A8,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa,Open,SUB-CATEGORY,1.1.1.2 Root Casue Name,Significant,Ashley Cox,George Barnes,,TRUE,FALSE,TRUE,FALSE,547-62-6639,7/25/2015,Deborah Thompson,Not Started,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue,ante nulla justo aliquam quis turpis,Primary,RS2 Program shortfall (MAJCOM level) 
AFSPC,146 AMW,195 W,ANG,Unit 83,Unit 83,CCIP,duis aliquam convallis nunc proin,amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,7/1/2014,10/7/2014,7/9/2014,1/28/2015,8/14/2015,370,164.251.50.152,Phasellus in felis. Donec semper sapien a libero. Nam dui.,SG,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu,Cancelled,SUB-CATEGORY,1.1.2.1 Root Casue Name,Critcal,Juan Hunt,Carolyn Foster,,TRUE,FALSE,TRUE,FALSE,935-56-2440,8/11/2015,Tammy Knight,In Progress,mi in porttitor pede justo eu massa donec dapibus duis at velit eu est,ligula pellentesque ultrices phasellus id sapien,Contributing,RS3 Program shortfall (wing/installation level) 
AETC,144 FW,163 RW,ANG,Unit 32,Unit 32,CCIP,in faucibus orci luctus et,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,12/18/2014,9/15/2014,12/21/2013,6/3/2015,10/9/2015,325,215.36.44.81,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",A3,et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit,Closed,SUB-CATEGORY,1.1.1.4 Root Casue Name,Minor,Mark Hawkins,Christopher Bailey,,FALSE,TRUE,FALSE,TRUE,490-80-8742,1/26/2015,Roy Robertson,In Progress,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum,et ultrices posuere cubilia curae nulla dapibus dolor vel est,Contributing,RS4 Parent unit withheld funding 
AFSPC,163 RW,195 W,ANG,Unit 82,Unit 82,CCIP,morbi non lectus aliquam sit,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium,4/28/2014,4/23/2014,3/12/2015,5/5/2015,1/26/2015,332,179.126.208.103,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",A2,sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas,Accepted,SUB-CATEGORY,1.2.4.3 Root Casue Name,Significant,Douglas Ellis,Anne Garrett,,FALSE,FALSE,FALSE,FALSE,122-64-0384,11/2/2015,George Burke,Not Started,primis in faucibus orci luctus et ultrices posuere cubilia curae donec,tempus sit amet sem fusce consequat nulla nisl,Primary,EQ1 Equipment reliability
ACC,195 W,163 RW,ANG,Unit 61,Unit 61,CCIP,porta volutpat quam pede lobortis,dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras,4/16/2014,7/29/2015,3/30/2015,6/19/2015,11/11/2015,287,215.155.132.11,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",A4,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien,Cancelled,SUB-CATEGORY,1.1.4.3 Root Casue Name,Critcal,Jacqueline Reynolds,Phyllis Hanson,,FALSE,FALSE,FALSE,TRUE,231-10-5456,10/24/2015,Anthony Duncan,Not Started,volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis,convallis nulla neque libero convallis eget eleifend,Contributing,EQ2 Inadequate/Unavailable equipment 
ACC,146 AMW,129 RQW,ANG,Unit 20,Unit 20,UEI,nam congue risus semper,eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis,1/22/2014,7/23/2015,3/23/2014,4/4/2015,2/28/2015,523,229.76.104.118,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",A6,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus,Proposed,SUB-CATEGORY,1.2.2.2 Root Casue Name,Minor,Sean Schmidt,Phillip Tucker,,TRUE,TRUE,FALSE,FALSE,386-40-0606,3/20/2015,Kathryn Pierce,Complete,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci,nisl ut volutpat sapien arcu,Contributing,EQ3 Equipment/Tool Accountability inadequate
